Tweet	Tag	Score
Han mere liye v krna dua mn v kru gi apke liye	Neutral	0.0
Bilkul sath ha sir apke ... apko hamara sahara ha ... aur hame apka . Sahara haa	Neutral	0.0
Ye scheme apke liye ni h 😆	Neutral	0.0
Khair h apke hathu muramat ho jaye to vesy b to kch wqt bad to honi h gareeb ki😤😤	Neutral	0.0
six mar diya gayle ne apke tweet ke bad	Neutral	0.0
Jo pakistani culture ko represent krta ha uske lhilaaf maheen trend chalaya ha apke jese hi logon na. 😂😂😂. Ajeeb dual standards	Neutral	0.0
Apke sath Awaam ne hand kr dia h,, Why still in denial?	Neutral	0.0
Sir ap kal apne farm pe gye the😃😃..... enjoy kiya 🤗🤗mza aya hoga ......kaise ha wha apke friends 😁😁......	Neutral	0.0
"RT : Someone please tell me jab sab apke liye ""happy birthday"" ga rahe hon to kaisy react krna chaiye?😭😂🤲🏻"	Neutral	0.0
and it's an eye opener for you Group level per situation apke favour mein ni inflation and unemployment bad governce is at its peak It's time to change your narrative and take action instead of notices and committee.	Neutral	0.0
Well agar apke dost dramy baaz nai to wo dost hi nai 😂	Neutral	0.0
Dil lga kr ghalti ni hoti wo bhi Ap s apke sungdil ko rahim dil krlen gy ik den hum!!!!!!!	Neutral	0.0
Iska mtlb hai me apke raste me a raha hu ?😂	Neutral	0.0
aur mne to mzaq mn apke sath dia tha :(	Neutral	0.0
Apke* Yar ye autocorrect ne mera dimagh khrab kar dena 🤦‍♂️	Neutral	0.0
Sir apke account ki dp pe hai apki pic😂😂😂 #VoteForRubinaDilaik	Neutral	0.0
Kuch pta hi ni apke barey ma🌚	Neutral	0.0
Sir din prti din apke face ka glow badta hi ja rha ha kya bat ha😁😁😁....kya raj ha😋😋..... hmse dur hoke nikhar bad gya😧😧😧	Neutral	0.0
Aunty: Beta tumhe kbhi parhtay hue nhi dkha phr b tum pass kesay ho gay? Me: Aunty apke b 3 bachay hain mei ne kuch kha	Neutral	0.0
Apke liay b aik special seat hy. Aa jain agr interested hen to.	Neutral	0.0
Meri jaan apke liye he tou kiya tweet 😌	Neutral	0.0
Apke pass Waseem bhai ka WhatsApp number ha kia???	Neutral	0.0
Room mei Parents Or muh par pimples kabhi bhi aa sktay hain...	Neutral	0.0
"Heart Emoji bhi lagao sath please dear ""❤️"" 👈🏻 iss tarha 🌝 (3)"	Neutral	0.0
Lahore me bhi acha nahi lagay ga. Zalmi/Karachi best.	Neutral	0.0
Kami ko bhi Lahore me hona chahye tha phir.	Neutral	0.0
RT : Ye match bhi Lahore he jeetay ga Inshallah	Neutral	0.0
Mtlb like aise bhi hora👁️	Neutral	0.0
RT : I need unlimited Ameens for ALLAH larkiyon k sath sath sab larkon k bhi naseeb achy kary. 💜	Neutral	0.0
aise choday bas timeline pe dekhte hain cricket ki baat ho rahi hai to chalo hum bhi kuch tweet krdete hain	Neutral	0.0
MPAs kaa jo Group hai.... Leader of opposition kaa... Ussmain bhi kisi MPA na send kii hui thi...😅😍	Neutral	0.0
han us page se he jaan pehchan hui thi us se. mere dost ka page tha mein Ali or bhi 2 3 dost hum sab wahan admins thay ye tab ayi thi hamein laga larki hai bohat izzat dete thay. 😂😂	Neutral	0.0
RT : #Shehnaazgill ki latest post pe 20k comments bhi nhi hue 👉🙁kyu kaha ho aap sab #shehnaazians .......... BTW (Soon 3…	Neutral	0.0
Ye raaz bhi us ke sath chala gaya	Neutral	0.0
ye konsa cerelac hai jo sab ko khilana aur khatam bhi nahi hota.	Neutral	0.0
hum apni imagintions mai hotay hay haar waqat hum toh unsay 6 baar milly bhi huay hay khabon mai😔💜	Neutral	0.0
han us me bhi tun logon jesi adatein thi. 😂	Neutral	0.0
WB ke karan baki states ko bhi wait karna padega results ke liye	Neutral	0.0
Ho bhi saktey	Neutral	0.0
Koi ni rao sahiba ye defend bhi ho jaye ga in sha Allah fikr na kren	Neutral	0.0
Old Account h shayd mera bhi asy hwa hwa	Neutral	0.0
Koi nahi theek hojaye ga Mil jaye gey dost yehan bhi	Neutral	0.0
Beta tu dekhi 85% bhi Cross hogi 😔😞	Neutral	0.0
Aj bhi dekhy gy again bhi dekh lay gy 😂	Neutral	0.0
Ary tum to roty huay aur bhi cute lagti ho	Neutral	0.0
Lo ji ispy bhi nakhry 🤧😂	Neutral	0.0
Na na ap logo na Kro again bhi ap ko hary gy 😂	Neutral	0.0
Pass to ho hi jaon ga matric me bhi 92% aa hi gyi thi 🤧	Neutral	0.0
Larai k liye. Team ma ik adha mota banda bhi hona chaiye.. roub acha prta ha🤣🤣🤣	Neutral	0.0
Dekha ho gia na wiese bhi out	Neutral	0.0
Jb khna bnany ka dil na hua .. inhi ko chbany ka plan bhi hy	Neutral	0.0
Jiska bhi nam lon out hojata hai	Neutral	0.0
Makafat e amal bhi isi dunia main hota hai.	Neutral	0.0
Chaaye banao mery bhi	Neutral	0.0
150 bhi mushkil ha ab😡 #LQvMS	Neutral	0.0
lekin phir bhi jeet jayen ge.	Neutral	0.0
Lahore ki bowling bhi farigh hai.	Neutral	0.0
Faheem bhi karlo add.	Neutral	0.0
RT : No one: Le me at night: Checking notifications again nd again.... wo bhi fzool ma🙂	Neutral	0.0
Ary Yar Chase Hoo Jayga aram se Vince Form men hai Sohaib bhi	Neutral	0.0
🙁🙁itna jyada sir... rest bhi karte ho ya sirf kam kam kam kam😒😣🤔🤔🤔	Neutral	0.0
Yes but Mola ki Talimaat p mujhy bhi koshish krni chahiye or sbko Hum sb Abhi tk us rasty p ni chl rhy	Neutral	0.0
🎶🎶🎹Kuch nhi kuch bhi to nhi 🎵🎵	Neutral	0.0
Jeety ga phr bhi multan 😂	Neutral	0.0
nahi 2013-14 me bhi aisi form lagi thi iski. SL series in UAE where he scored 3 100s in 5 matches	Neutral	0.0
RT : Sohail Akhtar ki zindagi ka maqsad usay bhi pata nahi hoga.	Neutral	0.0
Camera Kr diya karo Girls k bagyer bhi Kisi tarffff #LQvMS	Neutral	0.0
I meam usse bhi pehly wese galaxy ke customs ma xD	Neutral	0.0
Mera ulta hai papa bolege beta jo diya hai woh bhi wapic leluga 😑	Neutral	0.0
Han yaar itne bewkuff ladkiyan bhi hoti hai kya pagal 🤦	Neutral	0.0
Jeet k bad chai bhi pilayenge apko abhi	Neutral	0.0
Dono teams apni hn, smjh nai aa rha support kisy krna hai. Boundary pe b khushi ho rhi, out pe bhi, ajeeb! 👀	Neutral	0.0
Khair Mubarik❤️ apko bhi Mubarak ho	Neutral	0.0
Wahhhh udhar kal bhi snowfall ho rhi thi. I hope you have fun💕	Neutral	0.0
RT : Inki bhi enquiry karwao kiske pressure me yeh tweets kiye	Neutral	0.0
wo dikhan chahte hain k m bhi tissu istmal krta hn	Neutral	0.0
Good afternoon jummah Mubarak 2 and noi me koi bhi status ya fleet nai lagata 😂 unless it’s important	Neutral	0.0
Shadi to meri bhi nhi huwi	Neutral	0.0
Aur raat k andhere mai 300 body count karny walon ko bhi award milna chaiyeee🤣	Neutral	0.0
i iz wese bhi sad now :(	Neutral	0.0
Hota hai mai nay bhi Her likh diya tha ik bar 😅	Neutral	0.0
Joo chipkooo lrkyy hotyy naa attitude bhi unhi ko dikhayaa jaataa... Keep in mind😎😎	Neutral	0.0
Ricky Ponting bhi aa gya Qalandars main 😳 #LQvMS	Neutral	0.0
6 months used 6 month warranty rehti box bhi hai aur sab siraf game kay liyay use kiya	Neutral	0.0
Jhin ko ghar main koi nahi puchta wo bhi Twitter par attention mang raha hain	Neutral	0.0
Sir pmc ka notice lein Private medical colleges donation le rhe hain or pmc kuch bhi nhi kar rhi	Neutral	0.0
me ne bhi parson yhi kia ha... maro mujhe maro :( 💔😭😭😭😭	Neutral	0.0
Busy Bhi HUNNNN Match Bhi Haiiiiii #LQvMS	Neutral	0.0
Kham khah ki hype . Us jesi bht han or bhi	Neutral	0.0
mujhy bhi bs aik bar kisi ny dia tha...	Neutral	0.0
Lahore Walo Toss Haar Gaye Ho 😂😂 Ap logo ky sath sath me bhi smj gya hn. 😭😭😭😭😭 #LQvMS	Neutral	0.0
Jab bhi match dekhny ka Dil ho to on kro #jazznet Aur net chalta hi nai	Neutral	0.0
Koi baat Ye bhi hona chahiyee Wo mere aik baba g hain Kehty hain bacheyaan nu istri krde reya kro 😂😂😂😂😂😂	Neutral	0.0
Ameen Allah har baity ka naseeb bhi acha kre 🥰🥰🥰🥰	Neutral	0.0
baration ko dhoop se bachanay ka bhi intizam kar rakha hay	Neutral	0.0
Ameen sumameen JazakAllah khair ap bhi salamat rahen abaad o shaad rahen!	Neutral	0.0
Bro is baar mera bhi batch m 1st roll no hai 🙂is m positive cheez ye hai k internal se jaldi free ho jayein ga 😌	Neutral	0.0
Lahore ki Performence ki tarahhhh😕😐	Neutral	0.0
Ni Bhai Choti honi chahiye thee. Jb apki Bandi ki height chotti ho to aisi khawahish aati ha Dil mein😂😂❤️	Neutral	0.0
Yaar hm jeet jayan gai 🥳🥳Rizwan ki bating bata rahi hai.. M	Neutral	0.0
Rizwan ki fifty 🔥❤️ He's legend Multan ki Shan ha💪❤️ #LQvMS	Neutral	0.0
Tmny dhndhli nahi ki to jany do adalt tak dodh ka dodh pani ka pani ho!!	Neutral	0.0
Never let your bruh to leave your home while you are going somewhere and he said give me just 15 mints... Allah ki ksm 1 ghente se 15 mint pore nahi hwe🙄😬	Neutral	0.0
Haye sachi ap youtube py Start karo roasting Or ap ki roasting mara favorite part h twitter ka	Neutral	0.0
Ahoo 🤣 Ik side ki sunn ky mzza ni ata pora😂	Neutral	0.0
Guys speed has decreased please don't yrr itni mehnat ki let's do it na Retweet , there many tweets which are not getting retweets including mu! Please please retweets all of tweets with the tag line WE ADORE ABHINAV	Neutral	0.0
Uncle ki fitness 👌🏻	Neutral	0.0
There are still millions living in the villages having no access to cable but they love cricket ko PTV NEWS KI JAGAH pe dikhaya jaata tha But is saal ni dikhaya ja raha must do it!	Neutral	0.0
Tm to baat na hi kro bewafai ki, mahiny pehle kaha tha k details btaogi 🤬😡	Neutral	0.0
10 rupay ki pepsi irtazaa bro sexiii	Neutral	0.0
so on.... Jab sub teachers pst se promote ho kar agay aaen gay tu aik tu teachers ki promotion ka mechanism theek ho ga 2sra har teacher ko pst ki mushkalat aur kaam ki noyyat ka bakhobi andaza ho ga...	Neutral	0.0
Bas Rile khara hai Lahore ki jeet ke beech mein.	Neutral	0.0
Kuch ni Bhai tweets comments wali batoon ki bat kr rha m😬	Neutral	0.0
RT : 🤩✨Sohni kudi 😚 ki latest post pe 😌 Bhut saara pyaar 💫 barsaaooo sabbb 📌 #ShehnaazGill #Shehnaazians	Neutral	0.0
Yar english me likho mujhe thumhari hundi ki translate kr ke jawab dena prta he	Neutral	0.0
apko b aa jaye gi jald ki insta ki request DM mein	Neutral	0.0
Chalo dekh lyte hain. Kis ki team haarte ha😅	Neutral	0.0
lala ki waja sy ap MS Waly ho na?	Neutral	0.0
InshAllah jeet Multan ki ho gi😍😌	Neutral	0.0
Hazoor (S A W W) ny tijarat ki Hazrat Khadija RA ny tijarat ki Hazrat Abu Bakr RA ny tijarat ki And tijarat is purest form of capitalism. Hence, I have to be pro capitalism.	Neutral	0.0
Koi mjhse match ki baat nhi kre mei exist hi nhi krti. Shab bakhair	Neutral	0.0
HAn Je In Ki Team Fakhar OR HaFEEZ pR dEPEND kRTI hai	Neutral	0.0
Mere ko abhi sirf eye ki pari he	Neutral	0.0
Jis trha se ap ny spelling check ki h ap ny mere feeling ni smjhi😒😒😒	Neutral	0.0
Ms ki bat na kia kren	Neutral	0.0
Shukar hai uske over khtam hone k bd tweet ki..	Neutral	0.0
Shart toh aaj lagi meri kal ki phir dekhy gy😒	Neutral	0.0
ap ka aik hi dawa hai, hakumat gai wo gai, nuksan hua nuksan ho ga, us ko imran khan bolty hain, ap ki koi b prediction abi tak sach sabit ni hui	Neutral	0.0
Hafeez Ki 50 ki vedio bhj do	Neutral	0.0
Aa giye na wapis match mein💪✌️ Sultans ❤️ Ab baari ha janoobi punjab ki 😍 #LQvMS	Neutral	0.0
Zainab bhn Multan ki tarf lagti ha😒😒 Interview khtm hi ni kr rai #LQvMS	Neutral	0.0
Idhr time waste krny ki bjaye chup krky apna prhoo... nhi tuu 40 din phr chand py hi gzurny	Neutral	0.0
RT : Mujhy tou wese hi personal reasons ki wajah se lala buhat Pasand Hain.	Neutral	0.0
uncle ki tabiyat kesi h ab?	Neutral	0.0
Jani aj ni . Bilkul chup. Lahore walo ki tareef kro 🙄	Neutral	0.0
ky apko sb kuch apni mrzi or time pr mila tu iska mtlb yeh nhi ky Allah ksi ko dair se nh deta .Allah ki mrzi ksi ko jaldi dy or kisi ko late .Ap kon hty puchny wly .	Neutral	0.0
Jo meri kismat ka hai wo mujy mil hi jay ga Jb Allah ki mrzi hogi .Or Allah sbko sb kuch deta hai ksi ko jaldi kisi ko late .Irritation us wkt hoti Jb hmse zda logo ki fikr hti ky tm abi tk jobless ku ? single ku ? khubsurat ku nhi ? weight ku zda ? Mera dil krta ky puchu	Neutral	0.0
Ab humain coffee ki tyar rkhni chahhy	Neutral	0.0
Aaj kis kis na eid ki namaz parhi..??? #13Rajab	Neutral	0.0
Yha thory din ki takleef hai .guzr jy gy yeh din .Tum Kisi ky sath zulm nh krna bs .Mout bht asan hogi .	Neutral	0.0
Phir lhr ki haar rukni ni aaj hum start kare ge harana	Neutral	0.0
Ye bnda is bndi ki tweets fav krta rehta hy, or wesy kbhi isko ye zehar lgti thi..	Neutral	0.0
Yarr bus kro Amir sohail ko commentary ki	Neutral	0.0
LHR KI HO RHI YAH KR RHY?	Neutral	0.0
Youhi ni hoti tareef lahore ki Yay jo zmanah ki heer ha lahore hi ki to ha😜	Neutral	0.0
7 subjects hain ek sth hai paper 4 hours ka ya btao tum konsi filed ki ho	Neutral	0.0
Yr everything ki to smjh a gai . Lekin nothing wala kya scene hai?	Neutral	0.0
Perfume Mai Choice Kis ki Best Hoti Hai?🤔 Boys Ki? Girks Ki?	Neutral	0.0
Ab mn kia bolon 😂😂😂 chussain marty rehty hn log bs 😂😂😂	Neutral	0.0
Post ki smjh ni lgi ?	Neutral	0.0
ye to pata ni kb se hurt ho rha tweets ab ki hain	Neutral	0.0
RT : Duniya ki zindagi aarzi ha..Bus Allah k btaye ehkaamat par amal kar k he kamyabi yaqeeni ha InshaAllah	Neutral	0.0
Khaali ho gaye hain kaafi saary ..sab teachers city areas ki taraf transfers karwana chahty hain	Neutral	0.0
Chotty bachon wali baatain kiia kro abhi umer nahi ha pyar wayyar ki aapki 😊😊	Neutral	0.0
ye dekhein har lamha purjosh ki 1st episode m apky change hair style ko kitna psnd kiya gya 😍😍😍 sch kahun to mjy b BHT acha lga change hair style😊😊 MashAllah bhht pyaary lg rhy aap❤️❤️ abhi dkhi meiny ye episode...	Neutral	0.0
😂😂nii hun m biryani ki But mjh p sohn hlwa ban ni krwao 😂multn s niklwao guy kia	Neutral	0.0
Han haar ki tyari abhi se kar reh good	Neutral	0.0
RT : Crush ki black kurta me snaps 🥵❤ &gt;&gt;&gt;	Neutral	0.0
"Wo gaana hai na ""My name is Sheelah sheela ki jwaani"" wo wali"	Neutral	0.0
Hayeeee 🤕Meri Usy Purpose Krny Ki Khawahish Puri Na Ho Saki😕☹	Neutral	0.0
Banaya jo nai tu likhna diya 😂. Meri shkal dekho ksi ne frndship offer b na ki mujhy tu	Neutral	0.0
Ksi ko reply rahny b dia kro bhai😂	Neutral	0.0
Nii janu mei khn busy🥺u b tu ni krti naw bt	Neutral	0.0
yeh simple si bat logoon ko samj kyn ni a rahi	Neutral	0.0
Ooh😮😮main nazar ni ara kya😂	Neutral	0.0
Me fit bt b ni krti tu🥺	Neutral	0.0
Hona to alag baat ha. Inho ny krna hi ni ha jis trha ye bowl se dar rhe han🙄	Neutral	0.0
Lahories be like: Ik match haar bhi jana chaiye. Ami khti hain is trha nazr ni lgti💞#LQvMS	Neutral	0.0
Keke koi ni Mera pass kafi time 🤣	Neutral	0.0
Aj to mood main ni😦😦	Neutral	0.0
Aj ni😂 Karachi Waly match ka wait karo abi😜	Neutral	0.0
Rooz rooz eid ni hoti sir😂😂	Neutral	0.0
Jb tk ap treat ni dayn gee tb tak	Neutral	0.0
Main ta unfollow krn vale chotte kmm ni krdi 😌 Sidha block krida😎	Neutral	0.0
App ni hai yeh. Jaaz Cricket app py laga hua hai match. Aur mai google py dekhra	Neutral	0.0
Tm biryani khany yha ni aa skti? 😭😭	Neutral	0.0
Hahahah hmain to hilne hi ni dia tha🤣🤣🤣	Neutral	0.0
Aik adhi e giri gi zayada ni	Neutral	0.0
meri shadi kr rhy hain is mulk sy bahir aur mein jana ni chahti. tm krlo meri jagah	Neutral	0.0
Aysy e hota hr lrki khush kismat ni hoti	Neutral	0.0
When people say's koi problem ho to mujhy⚡ bta dainaw but my msg seen ni kro Ga/Kro Gi is silent 🖤😏	Neutral	0.0
Parh lennnn C aa jana ni to	Neutral	0.0
Dekha kuch bhi ni hai 😕	Neutral	0.0
Ni phr Ap ny unhein walimy pe nii dekha hoga 😁😂	Neutral	0.0
🥲 jinka koi friend ni hta wo games hi khelty hn 🙃💔	Neutral	0.0
Shadi se Pahle jis Room main Bagair kundi k so sakte the ab Bagair kundi k ni So sakte🙂	Neutral	0.0
India pakistan ky sath dosti srf timely frienship kr sakta.. Permanent ni ar definitely koi back interest ho ga 🤔	Neutral	0.0
Bhai tjhe Jwab ni mille Ga to Ni hai😂	Neutral	0.0
Yah to bimar ni tha	Neutral	0.0
Han to dosti ka lia bola to ha bat krai apni larki sa ni to phir ma bi larki ho attitude a jai ga muj ma bi..	Neutral	0.0
Mujhay Asi chezzain hazam ni hoti .🙄😅	Neutral	0.0
Itna sar dard tou proff k dino mein ni hoa jitna ab ho raha🤡	Neutral	0.0
Tumhy yahan ni mily gy. Africa jana pary ga	Neutral	0.0
Jb pure ka pura Pakistan khane wale dakar bh na lein wo zinda ho skte hein to yai kyu ni?	Neutral	0.0
But sorry mrey pass ha pri , ap ke lya time ni 😂😂😂😂😂😂	Neutral	0.0
Qabar ye ni dekhti kon aa raha ha Qabar ye dakhti hai ky kon kia laa raha hai...	Neutral	0.0
Kahin ap salmon bhai k fan to ni?	Neutral	0.0
Sindhi ni ati	Neutral	0.0
Wide awake. Aur munh chal raha. Khana band ni hota re baba 😂	Neutral	0.0
Header Ni dekha To kuch ni dekha Jani🥀❤️	Neutral	0.0
mera ptcl hai yeh kabhi fast ni huwa to twittr hi down hoga😂😂🙂	Neutral	0.0
Na songs sunne ka dil ni kar raha	Neutral	0.0
Itni hony k baad bnda tweet bhi dlt kr deta hai lkn lgta hai noorani shb ko koi frk ni pra.......... 🤣	Neutral	0.0
Hahah belkul sai kaha ma khud ni otaa koi bhii he band ker deta ha 😜🤣	Neutral	0.0
Khair koi ni wo b to bichara insan hi ha na. Koi ni chaly ha kro campair ♥️♥️♥️♥️♥️	Neutral	0.0
Wese e puch raha hu teri yadasht theek ha ke ni😂😂😂	Neutral	0.0
Yahan salan ni hai mein jam sy kha rha hn :/ dil khrb horha hai	Neutral	0.0
Dusky ko to humara khyal hi ni 🙂💔 Mei bs bna rha tumhare sath	Neutral	0.0
N yar wo the person r bestie ka ni tha just mazak m create KIA husband wife r Falaa falaa in sub n to pakr hi lia	Neutral	0.0
She definitely knows k ao jag ri o.... Pr wo pretend krti hain k unko ni pta ta k apka bhrm reh jae Maan Maan hi hti he ♥️🌺	Neutral	0.0
Me islami aur achi tweets ko likes krta hun Ghair islami aur ghlt tweets ko like ni krta Alhumdolillah	Neutral	0.0
Wese sach mei meri to koi bestie hai hi ni yahan 😔	Neutral	0.0
Ni tum api e bola kro finally koi mjh sy b chota h yhn😍	Neutral	0.0
Ajj poetry ka mood ni😬	Neutral	0.0
Shadi k liye b Chanda akatha krna... Aj jumerat guzar gaya. Itna ni hua k 4 seats le sken... Kindly adjust :-)	Neutral	0.0
Hansne ki bat ni ye actual mei hi meri bhn hai 😒😂	Neutral	0.0
Yesh idr koi ni ata yar 1100fallwors hain jis ma sa koi ata ha koi ni kia waja ho gi😂😂😂😂	Neutral	0.0
Ni 1 hi glti bar bar nh karty	Neutral	0.0
Tu wese ignore hone wali cheez ni mujhe e tu chup karati raha kar har dafa👊😂🤦	Neutral	0.0
Bhai faida ka name ni or na mtlb ka	Neutral	0.0
Streks ni send ke aaj	Neutral	0.0
Na bazu fold karta na watch pehnta aur beard itni bari aa ni rahi😂🤦	Neutral	0.0
Sapphire kbhii mjhyy to ni btayaa tu nyy???? 🙄🙄🙄	Neutral	0.0
Hum bechary yhi keh sakty hain Aur koi option jo ni hai	Neutral	0.0
Honestly i feel a bit sorry for asim azhar as well, I mean okay he shouldn’t have made fun or said anything at this point lekin phir bhi the loss was all his. He lost so many friends and fame, and hania lost nothing so yeah the frustration is understandable. #AsimAzhar	Neutral	0.0
Shayar bhi hota tou tere Dil pe dewan likhta	Neutral	0.0
Sab Bolte hai Waqt ke saath saath sab thik hojata hai Lekin Kabhi kabhi waqat ke saath sab theek nahi khatam bhi ho jata hai.”😥😥	Neutral	0.0
Talent soye hua bhi kr leti hun	Neutral	0.0
RT : Can someone file a petition to re-open the case. Judge sahab ko uski video bhi dikhana 😒	Neutral	0.0
tasveeron mein muskurahat thi ab mere chehre pe hai kyun nahi ye poochte in gairon ko hai samajh nahi koi tasveeron mein tum bhi khade the	Neutral	0.0
Inki to utilisation bhi alag hi hoti h bhai sahi h kro utilise apna time lekin dusro ko matt sikhao ki kya krna h aur kya nhi.. NOT GUILTY UNLESS PROVEN #JUSTICEFORPEARL	Neutral	0.0
when Atif said “milke bhi hum na mile tum se na jaane kyun” i felt it	Neutral	0.0
Pata chaly tou mujhy bhi batadena🥲	Neutral	0.0
🤛🏻 Soo jao kal camera on karke professor se bhi toh baate karni hai aapne	Neutral	0.0
Aap itna motivation karte ho to aap bhi sabko motivate karo ground pe aane k liye.. hume sab chizo k liye sabko motivate karna hai	Neutral	0.0
idk why I think..wait.. is it only for kpop groups and artists ya koi bhi ?	Neutral	0.0
Ye bhi saab foreign tourists k behalf py apny dil ki bat kar rahy hn😁	Neutral	0.0
Vaccine jo bhi mil rahi hai kagwa lein. Parents ko toh yaqeeni lagwayen. Bohat zaroori hai. Aur main bhi issi week lagwaon gi!!! Mera code nahi aaya hua tha	Neutral	0.0
Mujhse bhi sekh lo	Neutral	0.0
Agar Sahi bhi h to tumko kya ajnabii 😹😹	Neutral	0.0
Is garmi ma bhi hm chaye peety hain 🥴	Neutral	0.0
Tere dimag me puns ke alava bhi kuch chlta h?	Neutral	0.0
RT : “Itna tu kisi ne chaha bhi na hoga, Jitna main ne sirf soocha hay tujhey.”	Neutral	0.0
Mjhe to tum bhi online wale hi lg rhe ho	Neutral	0.0
Us jesa phir bhi koi nahi hai 👍	Neutral	0.0
Jisky dil mai hussain(as) rehta hai... Farsh majlis ka jo bichata hai... Jo bhi noha kaahi sunata hai. Leky naam hussain(as) rota hai. Usko zahra(sa) salam krti hai... #NadeemSarwarLivingLegend	Neutral	0.0
Chota handle hone Ka bhi alag hi dukh hai 🤧	Neutral	0.0
Mizfar soo ja kal uni bhi janaa he 😑	Neutral	0.0
kesa czn he shakal bhi nhi dikhai	Neutral	0.0
Gily krny wala bhi koi nai	Neutral	0.0
It will never reach those heights. Even though mujhe bhi yeh Karna hai	Neutral	0.0
Agr love km bhi ho jaye Kbhi bdlna mt khud ko	Neutral	0.0
Lol tou sachayi pata chalne ke baad kyun shadi karegi koi bhi larki?? Be rational	Neutral	0.0
Mere bhi yaar; who knew we could get so used to a pandemic lmao	Neutral	0.0
Haste logo ko BHI bikharte waqat nhi Lagta 💔🥺	Neutral	0.0
Btw the more outfits thing exists idhar bhi xd. They're just less expensive compared to women's clothing	Neutral	0.0
Jaadu ka jahaz bhi inhone chalaya hoga	Neutral	0.0
tujhe bhi koi difficulty ho toh just consult me	Neutral	0.0
Acha.....mare dost bhi naraz ha 😔 Kia kya ha apna?🙁	Neutral	0.0
You know ab bss ho gai ha Koi bhi nai ha jo pyar sy galay laga k kahay k tension nai lo sb thek ho jaye ga 🙂	Neutral	0.0
Me to weather: Hey!! Tuje bhi mood swings ya weather swings hote hai kya aajkal?😂😂 #weatherswings	Neutral	0.0
Ye reserch ka result btane wali bhi ladki rhi hogi.. Sbne believe kr liya.. 😑😳	Neutral	0.0
Mein bhi yehi sochta houn roz bas phir idk, you get it na?	Neutral	0.0
ye lo tum bhi peelo thak gayi hogi logon ko pani pila ke	Neutral	0.0
RT : Mujhe sabse zyada koi janta hai samajta hai even daat ta bhi hai to woh tu hai... hamari friendship pata nhi kaise ho ga…	Neutral	0.0
Uss Shareef mohtarma ko gaaliya ati bhi hai pochna tha uss sa😂	Neutral	0.0
Aasa hy Pakistan main bhi aisa hojaye 😀	Neutral	0.0
500 itne azeez the to humein bta dete hum gofundme chala dete, itni bhi kya majboori thi	Neutral	0.0
Meri laakh buraiyon ko Jaante huwe bhi, Mujhse muhabbat karne wala Sirf mera khuda hai.❤️	Neutral	0.0
But baad mein bahut logon ne acha bhi likha... and ignore karne bola kuch ko 💖	Neutral	0.0
uni ab kisi waqt bhi khul sakti hy 🥺	Neutral	0.0
idk😭😭i read it somewhere waie bhi i’m not very into signs and all	Neutral	0.0
Most probably yes, ab ultimate decission kya hoga, yeh hum bole bhi toh bole kaise. Lets try all that it takes.	Neutral	0.0
Mushkilein meri zindagi mein bohat ayi, dhokay diye maine thokrein bhi bohat khayi.	Neutral	0.0
Yes... But kuch bhi ni ho rha....	Neutral	0.0
Dil ka abhi bhi ha🥺💓 or header temporary ha osko choro🙂	Neutral	0.0
haseen bhi zaheen bhi😼	Neutral	0.0
Mujhe sabse zyada koi janta hai samajta hai even daat ta bhi hai to woh tu hai... hamari friendship pata nhi kaise ho gayi par tu mere liye kisi blessing se kam nhi 🤒mere har acche bure time me mere sath rahi hai😂 bas jaisi hai waisi hi rehna kyuki tu best hai bff	Neutral	0.0
Tm bhi start kro yh game 😂	Neutral	0.0
Phelay wala bhi theek tha wo apko samj nh aya 😂	Neutral	0.0
Hahah ladka chalegi but ladki agar woh banna pada for the hug i dont care kuch bhi ban jaungi	Neutral	0.0
Itne bhi bure din nahi aaye	Neutral	0.0
"RT : Ever since I started thinking ""Allah yahan tak laya hai tou agay bhi wohi lai kar jayega"", my life has become easier."	Neutral	0.0
Noii Tu Sabse pyaari 🥺💘 Alabu tujhse bhi zyada 🥺😭💘	Neutral	0.0
Apny mashwry pe khud bhi amal krna seekhein ap	Neutral	0.0
Idhar mai bhi shreef hu 😂	Neutral	0.0
Bus bro my advice is jo bhi distance han ise khatam krk just go for it. Ye bus first time hesitation hai. Bus regret se acha hai abhi ye step lelena chahye. Love him as much as you can. They're the blessing in one's life	Neutral	0.0
Tailor na mery kapry khraab kiyay and mama said: Zroor tum na sahe sa btaya nahe hoga. Tailor na mama k kapry bhi khraab kar dya and she said: Kal ma khud jaon gi is na ya kya bna dya hay. 🤦🏻‍♀️🥺	Neutral	0.0
Itni mehnat apna Qaomi tarana yad karny par bhi ki hoti.	Neutral	0.0
Wo mujhe aur bhi pyari lgti hain, Jab wo meri maa ko wo maa keh kar bulati hain.❤️	Neutral	0.0
Bhai jurmana aur Woh bhi wada	Neutral	0.0
WB kal sy Adil ka school bhi open ho raha hai na??😍Is he excited Ya usay ab ghar reh kr Baba ko tang krnay ki adat ho gai hai😉	Neutral	0.0
Muje bhi koi android ki dhoond dooo mkc Ali butt ko dekh kar mar jao ga	Neutral	0.0
Kash mjhy bhi koi kehta shutup you're mine 🙂	Neutral	0.0
Once a Legend said; Kch bhi dikhaya ja skta hai 😂	Neutral	0.0
Mujhe bht bolne k baad sikhaya hai.. Tu bhi bolti reh.. Tujhe bhi sikha degi🌝🥺	Neutral	0.0
